People,Review
jpuchir,@Pawan Kalyan @Chandra Babu Naidu This actually comforted me and I haven’t felt comforted in a very long time.
kenneth14293566,@Pawan Kalyan @Chandra Babu Naidu Joe Biden and you not going to do anything now ex-president Obama you are a joke my wife tel… https://t.co/tmARDj1fDz
SamSanderson123,@Pawan Kalyan @Chandra Babu Naidu Cut Chris Dodd loose ... he's stepping on your message.   Most women support Kamala as your… https://t.co/Li6aXj5B2P
boxing_we,"@Pawan Kalyan @Chandra Babu Naidu Trump has been a total disaster. His incompetence is the reason we have 150,000 people dead… https://t.co/CF7sjYVEZZ"
adamfra90421255,"@Pawan Kalyan @Chandra Babu Naidu Joe, you don't have to do this."
Giovine5,@Pawan Kalyan @Chandra Babu Naidu Nobody cares about you or your criminal friend !!! https://t.co/0tDEQduozQ
therealdanas,@Pawan Kalyan @Chandra Babu Naidu https://t.co/q25nPwJ1sT
Theycalmebruce,"@Pawan Kalyan @Chandra Babu Naidu Does anyone not see it? ""There were boundaries you did not politicize,"" @Chandra Babu Naidu. Really… https://t.co/LzPdCFrqQ9"
RichardVassar1,@Pawan Kalyan @Chandra Babu Naidu Lucky educator to have a President  and Future President give you a call!
williamAntonet1,"@Pawan Kalyan @Chandra Babu Naidu Am sorry, but I blame Democrats for all of trump’s actions, they don’t have the backbone to… https://t.co/79G5BZqQ7D"
kmng1069,@Pawan Kalyan @Chandra Babu Naidu You’re disgusting you’re both disgusting humans. Joe Biden you’ve been in politics for over… https://t.co/gSWDGZWq0H
CLiPiCs,"@Pawan Kalyan @Chandra Babu Naidu Not just the USA, the WORLD needs Joe"
SusanGiuliani8,@Pawan Kalyan @Chandra Babu Naidu VP Kamala Harris🙏
Abubaka40049315,@Pawan Kalyan @Chandra Babu Naidu @Pawan Kalyan &amp; @Chandra Babu Naidu have really taken voters for granted. What’s funny is that you two… https://t.co/v03Tvovl05
NAdiffrence,@Pawan Kalyan @Chandra Babu Naidu I’m confused. Is Obama running again? Or is it impossible for Biden do anything himself.
SisterSoulstice,@Pawan Kalyan @Chandra Babu Naidu 6 years ago i might have teared up now watching this fills me with rage fu you 2 traitors
PetersburgRenee,@Pawan Kalyan @Chandra Babu Naidu I am proud mother of a teacher.  He saw first hand damage caused by remote learning.  Our ch… https://t.co/dwR9zpw5rW
TheDrkalki,@Pawan Kalyan @Chandra Babu Naidu Jai Ho
DaveMoose2,@Pawan Kalyan @Chandra Babu Naidu Neither of them answered the question! Hahahaha! What a couple of turds!
Johnant69994089,@Pawan Kalyan @Chandra Babu Naidu More importantly who’s his VP? https://t.co/3t9UPvcdyR
AineLAFDwifey,"@Pawan Kalyan @Chandra Babu Naidu I’m a teacher, we need someone in the White House who cares about education. @BetsyDeVosED h… https://t.co/V8X7KRt5FA"
mdeb61,"@Pawan Kalyan @Chandra Babu Naidu This teacher says ""thank you"" to both of you!"
clouden_patrick,@Pawan Kalyan @Chandra Babu Naidu https://t.co/A52sztCaFn
MurchDave,@Pawan Kalyan @Chandra Babu Naidu Every time I watch a Biden add like this it makes me smile and with Obama in it makes it eve… https://t.co/OSGdnuc9VP
JASONMCNAB,@Pawan Kalyan @Chandra Babu Naidu Oh look a Union democRAT propagandist that pushes Marxist Howard Zinn bullshit.
Virgini51435898,@Pawan Kalyan @Chandra Babu Naidu WHAT A CLASS ACT OF A PAST PRESIDENT AND VICE PRESIDENT OF 8 YEARS WHO GENERALLY CARE DEEPLY… https://t.co/bjUlnOJTFS
liberalshateus,"@Pawan Kalyan @Chandra Babu Naidu Hey @Twitter, why is it that every time I open this app, the very first tweet I see is sleep… https://t.co/dBtvfbtExh"
ezemcgee,@Pawan Kalyan @Chandra Babu Naidu You are Republican Lite. We are sick of this old fashioned government. Get out.
pfflyers12,@Pawan Kalyan @Chandra Babu Naidu Omg
BilboT33baGins,@Pawan Kalyan @Chandra Babu Naidu https://t.co/3VNUersalE
duchess_IrwinLk,@Pawan Kalyan @Chandra Babu Naidu Only teachers are not going back because of the unions list of demands unrelated to safety o… https://t.co/VSUYzoHqao
curious2see2day,"@Pawan Kalyan @Chandra Babu Naidu What is your plan for dealing with the children being murdered in the streets, the neighborh… https://t.co/KvyGYjQvi5"
circa76slf,@Pawan Kalyan @Chandra Babu Naidu Have Obama stop doing all the talking. We are here to see Bidens leadership
MichiganTaxes,@Pawan Kalyan @Chandra Babu Naidu You're nothing without @Chandra Babu Naidu.  Don't forget it  Without being a lickspittle lackey to… https://t.co/g8nppGhypM
EbBahram,"@Pawan Kalyan @Chandra Babu Naidu Curse this holy ignorance, deceiving people is a part of your holy ignorance."
gmouw_,@Pawan Kalyan @Chandra Babu Naidu Really riding those coat tails pretty hard @Pawan Kalyan
caudill2888,"@Pawan Kalyan @Chandra Babu Naidu Lol, Joe you've been I. Washington since the mid 70's &amp; tell me one thing you have done in 4… https://t.co/xEiGpWzHfr"
bj_mckay_bear,@Pawan Kalyan @Chandra Babu Naidu And the father of a crack head.
A_RoomWithAView,@Pawan Kalyan @Chandra Babu Naidu Eliminate student debt.   Medicare for all.   GND.  Stop pretending you care. You do NOT.
Bill_nova2,"@Pawan Kalyan @Chandra Babu Naidu When you are a weak candidate with a lack of support and accomplishments, lean on previous p… https://t.co/0PH0JqJDbF"
johnnybui2020,@Pawan Kalyan @Chandra Babu Naidu Working 9 months out of the year isn’t hard. The only thing easier is working the 3 months a… https://t.co/ZREySTLq2c
stephen_of_borg,@Pawan Kalyan @Chandra Babu Naidu https://t.co/zxgexS5r4P
JamesCl26743377,@Pawan Kalyan @Chandra Babu Naidu This is a total staged call what a scam! These 2 guy’s are crooks from the word go!
MichaelYacko5,@Pawan Kalyan @Chandra Babu Naidu Obama The Most Corrupt Non President Ever
HarifHerbie,"@Pawan Kalyan @Chandra Babu Naidu Just wondering how many grocery store workers have you called who keep food on shelves,truck… https://t.co/VVQyhYEfgM"
Mindbridge,"@Pawan Kalyan @Chandra Babu Naidu Nice, guys."
kim20drain,@Pawan Kalyan @Chandra Babu Naidu Confused as to why Biden has to have Obama doing his  campaigning and talking to voters. Wha… https://t.co/8fMFjEMsrW
MADEINU34619194,"@Pawan Kalyan @Chandra Babu Naidu Meanwhile, Biden be like... https://t.co/nwLdtqTAW2"
loladeantonia26,@Pawan Kalyan @Chandra Babu Naidu Obama led the most corrupt admin in the history of America! He weaponized our intel agencies… https://t.co/2eJJSOifbB
RobertS64534727,@Pawan Kalyan @Chandra Babu Naidu Teachers Union much?? #dementiajoe #obamagate
LavineKAG,"@Pawan Kalyan @Chandra Babu Naidu Ugh. The cheesiest, poorest quality, fake AF ad I’ve ever seen. And the conference phone mag… https://t.co/2Vhq5rf3X1"
gregchapman23,"@Pawan Kalyan @Chandra Babu Naidu Joe Biden,”I’m the proud husband of ugh ugh you know the thing.”"
plainsimpletrth,@Pawan Kalyan @Chandra Babu Naidu Where in the world is Perez? He is the biggest loser the Dems have ever had! Name one single… https://t.co/fsZFWYl2Eh
vonpilk,@Pawan Kalyan @Chandra Babu Naidu Go get em Joe. At 71 years old I have never seen such lack of leadership in this country. Yo… https://t.co/ROCpZZLdK0
JohnDoe52680131,@Pawan Kalyan @Chandra Babu Naidu Staged.
MicahInLex,@Pawan Kalyan @Chandra Babu Naidu Oh my goodness!! A war criminal and the guy responsible for unfathomable amounts of unjust b… https://t.co/uAaaufoOXr
fl_trump2020,@Pawan Kalyan @Chandra Babu Naidu Meanwhile back in Ukraine and those criminal indictments...
Max11089,@Pawan Kalyan @Chandra Babu Naidu The black community is overly represented in covid deaths.   The democrats and big tech are… https://t.co/9BdXVBJGrp
mrTTTT2U,@Pawan Kalyan @Chandra Babu Naidu https://t.co/r4Xbf5Czax
JohnDoe52680131,"@Pawan Kalyan @Chandra Babu Naidu Going after the teacher vote now with the patronizing, grandfather vibe. After least you can… https://t.co/uGrSgUs9lS"
kickass_sushi,@Pawan Kalyan @Chandra Babu Naidu https://t.co/in7AF4ZQ21
twt2023,@Pawan Kalyan @Chandra Babu Naidu These two idiots are the most corrupt people in politics.  Together for 8 years they did not… https://t.co/QYo1CoJNjZ
Linda_Ruth1,"@Pawan Kalyan @Chandra Babu Naidu This is awesome, but my question to you is such: both of you saw this entire russian thing h… https://t.co/7gvzTfQydf"
OriginalChele,@Pawan Kalyan @Chandra Babu Naidu That's how leaders do it
lizag63200698,@Pawan Kalyan @Chandra Babu Naidu Of course teachers don’t want to go back to work they get paid for sitting home
hopingamerica,@Pawan Kalyan @Chandra Babu Naidu Joe Biden says: “I think we should teach the Islamic religion in our schools.” Take God out… https://t.co/UcXoOQoIax
Jenoir4,@Pawan Kalyan @Chandra Babu Naidu They know how to listen.
baby_no13,"@Pawan Kalyan @Chandra Babu Naidu Damn I miss having an intelligent, compassionate President"
jackson87874824,"@Pawan Kalyan @Chandra Babu Naidu THESE GUYS ARE SO PHONY. ONE IS BEING INVESTIGATED IN THE UKRAINE, AND THE OTHER IN THE US.… https://t.co/NPSOtyWSTr"
BellBudd,@Pawan Kalyan @Chandra Babu Naidu Joe nodding off while Obummer panders to “teachers” 🙄 Pathetic 🙄🙄
JoeSher19633640,"@Pawan Kalyan @Chandra Babu Naidu Educators (Actual teachers were driven out years ago, hence 27th in the world in math, scien… https://t.co/iSSmKvDXjl"
Mamaof212154947,@Pawan Kalyan @Chandra Babu Naidu https://t.co/dtuRYbNRy3
KathyKraeuter,"@Pawan Kalyan @Chandra Babu Naidu Hey, you're also a proud father and grandfather, right? #WheresHunter ? https://t.co/BqUR6bxRwF"
Indyman10,@Pawan Kalyan @Chandra Babu Naidu OH please please let Trump leave the White House.
nlanese128,@Pawan Kalyan @Chandra Babu Naidu Bozo will NOT help you win Dementia!
Sunny86364844,"@Pawan Kalyan @Chandra Babu Naidu Joe, I've heard of a few instances of PPE confiscation by the Fed. govt. like the one below… https://t.co/zyg6Ml5Q68"
karensu56983311,@Pawan Kalyan @Chandra Babu Naidu You can’t call her on your own?
ckcflorida1,@Pawan Kalyan @Chandra Babu Naidu https://t.co/Q3YRQOr219
JenniferEdward,@Pawan Kalyan @Chandra Babu Naidu Can we push Election Day up to now?? I can’t waif to get @Pawan Kalyan in the Oval Office. We ha… https://t.co/NJUidKXx0t
GrahamKincaid1,"@Pawan Kalyan @Chandra Babu Naidu Sorry. I'm voting third party, bro."
csummer94634016,@Pawan Kalyan @Chandra Babu Naidu . I would definitely have let it go to voicemail... 😐 .
SeenThisB4,@Pawan Kalyan @Chandra Babu Naidu The FACTS are more children have died from automobile accidents than have died from COVID-19… https://t.co/LmXEtEa7VI
Scclod1,@Pawan Kalyan @Chandra Babu Naidu Staged and fake
RadicalBernie,"@Pawan Kalyan @Chandra Babu Naidu I can't believe people still fall for this kind of shit!  POLITICIANS ARE ACTORS, YOU MORONS… https://t.co/aiVIfFlAEY"
osrs_014,"@Pawan Kalyan @Chandra Babu Naidu Biden can’t even speak for himself, all these Barack and I videos, where it’s only Obama tal… https://t.co/MeoAZPSZvN"
danielM74002318,@Pawan Kalyan @Chandra Babu Naidu 🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰
Winners786,"@Pawan Kalyan @Chandra Babu Naidu So proud of my next amazing president  Love to see a good leader who give respect to woman , thank you Joe"
rmonkeyhouseya1,@Pawan Kalyan @Chandra Babu Naidu Kids will be okay if they do the home schooling thing as long as they need. Kids are flexibl… https://t.co/XyEsZVbyVJ
Reed0012,@Pawan Kalyan @Chandra Babu Naidu Joe I'm begging you let me out yo basement
zembrewer,@Pawan Kalyan @Chandra Babu Naidu The young people of today will not tolerate the bullshit my generation did. Numbered are the… https://t.co/UfJmSrdgux
davidosull,"@Pawan Kalyan @Chandra Babu Naidu Consistancy is @realDonaldTrump best never trait. Apologies for a negative comment, but let’… https://t.co/qjhswnT8J8"
ericgaub,@Pawan Kalyan @Chandra Babu Naidu https://t.co/wefQiv3ZQE
PennPopPop,@Pawan Kalyan @Chandra Babu Naidu #racistsleepyjoe
Hierophant33,@Pawan Kalyan @Chandra Babu Naidu https://t.co/xTkydUirMs
royalmusing,@Pawan Kalyan @Chandra Babu Naidu Thank. You.   #Biden2020
FrankOr35980524,@Pawan Kalyan @Chandra Babu Naidu We should not politicize public healthDems and bothof you have been blaming Trump for thisvi… https://t.co/U1h0hDNJ5P
kushal232323,@Pawan Kalyan @angie_keathly @Chandra Babu Naidu I will be voting for Joe Biden. https://t.co/rl6CdEiKIO
billynomates___,@Pawan Kalyan @Chandra Babu Naidu Obama and Biden never politicize public health https://t.co/XZAZu81DAg
JimmyMadson,@Pawan Kalyan @Chandra Babu Naidu https://t.co/A5LvvoqC3V
gary_oldskool,@Pawan Kalyan @Chandra Babu Naidu https://t.co/G6xH40yOmn
DCccIrish,@Pawan Kalyan @Chandra Babu Naidu Probably not a good call.  Did your wife supply some of her students? https://t.co/PuWBp1qtvI
mosswood_pixie,@Pawan Kalyan @Chandra Babu Naidu This brought me a smile. I cannot wait our country is back in capable hands.   #RidinWithBiden
Doughnutt69,"@Pawan Kalyan @Chandra Babu Naidu It is Thursday July 30th, 2020 and the Pedophile Joseph Robinette Biden should be charged wi… https://t.co/5VnFIVZwcZ"
Ravikumarsoni_9,@Pawan Kalyan @Chandra Babu Naidu Usa is a verry lucky they have new great candidate @Pawan Kalyan   God bless you joe biden god b… https://t.co/nlq06qdKRS
jayejaye56,@Pawan Kalyan @Chandra Babu Naidu Obama already had his 8 years a fame quit trying to ride his coattails
BidenReps,@Pawan Kalyan @TeamJoe @Chandra Babu Naidu Joe Biden has the heart and compassion to be President. That’s why we’re #BidenRepublicans.
ElieJea86509691,@Pawan Kalyan @Chandra Babu Naidu This is a future president who cares about common economic problems of American people.
EduHard11,"@Pawan Kalyan @Chandra Babu Naidu This is missing from the USA, a president with humanity."
kallywilli,"@Pawan Kalyan @Chandra Babu Naidu Dr. Jonathan Reiner, cardiologist:   ""The president [@realDonaldTrump] has no strategy … the… https://t.co/k7DYwRY4p5"
J03394963,@Pawan Kalyan @Chandra Babu Naidu ok. tears welling up in my eyes. i miss President Obama so much. His voice is my emotional anchor right now. ❤️
RyanWHeath,@Pawan Kalyan @Chandra Babu Naidu Biden and Obama make me cry every time they speak. We need them desperately.
ambereyes69,"@Pawan Kalyan @Chandra Babu Naidu Bs, if that's the case why is the house going on recess without passing a stimulas package t… https://t.co/RGhyMLXS2i"
ReelSportsTalk1,@Pawan Kalyan @Chandra Babu Naidu https://t.co/sLyjJ0yHG0
KabojaBeatus,@Pawan Kalyan @Chandra Babu Naidu So that are busy politicising 8 grades  kids instead of teaching them about their future car… https://t.co/sBUOCRbJiJ
LynneLupton,@Pawan Kalyan @Chandra Babu Naidu Luck lady.
Eamon0303,@Pawan Kalyan @Chandra Babu Naidu As a Brit I know the world is ready for your safe hands at the helm 🇬🇧🇺🇸
rory_rdupre,@Pawan Kalyan @Chandra Babu Naidu How about you stand on your own 2 feet. You’re still riding Obama’s coat tail!! Pathetic!! B… https://t.co/yimjcfjSmX
IbanMarshal,@Pawan Kalyan @Chandra Babu Naidu The Democrats have been politicizing school safety since they latched on to the gun control… https://t.co/tiwOMcoBTd
egginyourface,@Pawan Kalyan @Chandra Babu Naidu https://t.co/vZ85b9wMId
joeblowjuan,@Pawan Kalyan @Chandra Babu Naidu @Pawan Kalyan the radical left always making false promises and never delivers and has 50+ years to back that up
NialFran,@Pawan Kalyan @Chandra Babu Naidu Awesome!
CGCC_Balt,@Pawan Kalyan @Chandra Babu Naidu #Biden2020 https://t.co/zV6k5NyczL
TacoSlayer86,"@Pawan Kalyan @Chandra Babu Naidu If walmart workers can consistently see new customers everyday, this Melissa Mcarthy lookin… https://t.co/4ZtAbHuurc"
MUNTARI___,@Pawan Kalyan @Chandra Babu Naidu Lovely from two great Individuals
LDHFab40,@Pawan Kalyan @Chandra Babu Naidu Can you ask him to him me a call too? Just a tad bit depressed in Detroit... need a little p… https://t.co/WQkHNFQ6E3
italy_exit,@Pawan Kalyan @Chandra Babu Naidu https://t.co/w9FM0sCRTV
Tim51498058,@Pawan Kalyan @Chandra Babu Naidu People would not be so confused and upset if:  1. Politicians had the moral fiber to resist… https://t.co/FmmXJ8oqLE
KennethYoun,@Pawan Kalyan @Chandra Babu Naidu You need the media asking the president what’s his federal plan to stop the TRUMP VIRUS ? He will go off the rails 😂.
egginyourface,@Pawan Kalyan @Chandra Babu Naidu https://t.co/skYXqB5iEd
italy_exit,@Pawan Kalyan @Chandra Babu Naidu https://t.co/uiDARbocAn
manzella_john,"@Pawan Kalyan @Chandra Babu Naidu Totally Planed! Scippted, Acting. PATHETIC!"
Michael94514323,"@Pawan Kalyan @Chandra Babu Naidu Teachers &amp; Preachers,Important to Us All!Well done You 2 calling Beth,a True showing of Grac… https://t.co/VvwuEQ3GAf"
RachelMaga_,@Pawan Kalyan @Chandra Babu Naidu A call??? You are in politics for 40 years you did nothing for teachers or anybody else!!… https://t.co/izaUXg7NgP
imgoodemike,@Pawan Kalyan @Chandra Babu Naidu https://t.co/Ay7fGew5Wj
ynesCr16,"@Pawan Kalyan @Chandra Babu Naidu I AGREE WITH BARACK... ""IF YOU DO YOUR JOB!"" Open all schools and do your job. https://t.co/EfemjOxtYX"
sitdowninfront,@Pawan Kalyan @Chandra Babu Naidu “I think probably kindness is my number one attribute in a human being. I’ll put it before a… https://t.co/03qFHWxSGg
BlackHo91079615,"@Pawan Kalyan @Chandra Babu Naidu On July 30, I quickly browsed Biden’s lengthy plan. 95% of them were talking about his thoug… https://t.co/P2wyniMIrb"
PatriotWarriorX,@Pawan Kalyan @Chandra Babu Naidu Sleepy Joe Is At It Again!
AshamLaban,@Pawan Kalyan @Chandra Babu Naidu ##dv2020winners #dv2020  We will be voting for @Pawan Kalyan.  Who’s with us??
BidenforGitmo,@Pawan Kalyan @Chandra Babu Naidu Joe please go hide
JohnZander17,@Pawan Kalyan @Chandra Babu Naidu Where’s Hunter???
MattarocciSue,"@Pawan Kalyan @Chandra Babu Naidu Gentlemen:   As a former high school teacher, I applaud your efforts to give guidance and co… https://t.co/8Uz0JVHNPK"
JSupernova00,"@Pawan Kalyan @Chandra Babu Naidu Hearing that, just brings to the fore front how bad things are right now. Health care and sc… https://t.co/btr7gEmMWY"
JohnZander17,@Pawan Kalyan @Chandra Babu Naidu https://t.co/GtqOnUdNGW
MustafaSbiai,"@Pawan Kalyan @Chandra Babu Naidu @Chandra Babu Naidu  no body is proud of you both , both are criminal, you pushed Russia and Iran t… https://t.co/PjTDRKhcGu"
kallywilli,"@Pawan Kalyan @Chandra Babu Naidu This is what true leaders do! This is what is expected of a POTUS -- the common touch, being… https://t.co/KfqLHWGLEY"
egginyourface,@Pawan Kalyan @Chandra Babu Naidu https://t.co/zNH4tXheLc
Raybo34,@Pawan Kalyan @Chandra Babu Naidu https://t.co/yVBpYjGVUS
BennyFrTheBlock,@Pawan Kalyan @Chandra Babu Naidu I miss having a literate and thoughtful president.
LJ4_All,@Pawan Kalyan @Chandra Babu Naidu Are you going to make your brother the Secretary of Education?  He also loves to take public… https://t.co/sTnsSAYfjG
egginyourface,@Pawan Kalyan @Chandra Babu Naidu https://t.co/jATbfhBKBo
Satchmo72652222,"@Pawan Kalyan @Chandra Babu Naidu Using this logic, Hunter could argue that he should be VP"
OmarAlihashi,@Pawan Kalyan @Chandra Babu Naidu Trump deserves praise for destroying the GOP 20 years ahead of schedule.
BlesesNicolas,@Pawan Kalyan @Chandra Babu Naidu “We also don’t have an idea what we are doing but we are very proud of you Beth”
livesay_david,@Pawan Kalyan @Chandra Babu Naidu Where’s Hunter?
ChrisRattoGolf,@Pawan Kalyan @Chandra Babu Naidu announce a vp already
EMuhctek,@Pawan Kalyan @Chandra Babu Naidu You were too busy sniffing innocent children to see it coming.... https://t.co/DO8DZzQqS7
AshamLaban,@Pawan Kalyan @Chandra Babu Naidu #dv2020winners  #dv2020  In God we trust Please help us https://t.co/AQKEPRPI2S
Marc_Montana,"@Pawan Kalyan @Chandra Babu Naidu I think Trumps administration should create a fake dossier, have the FBI ok it as factual an… https://t.co/0RZtDrTWZ4"
2020Moxie,@Pawan Kalyan @Chandra Babu Naidu https://t.co/AnPmIHO0HB
Stewartdglassfo,@Pawan Kalyan @Chandra Babu Naidu https://t.co/iS60X6euhT
jmebrackney,"@Pawan Kalyan @Chandra Babu Naidu Joe, Obama is literally your ‘Trump’ card. Just let that one sink in ..."
TerriWo51058773,@Pawan Kalyan @Chandra Babu Naidu I can't wait! Vote blue!
redskinnedwolff,@Pawan Kalyan @Chandra Babu Naidu https://t.co/S6zUofyMP1
Kellyk1969,@Pawan Kalyan @Chandra Babu Naidu 💙🇺🇸💙 https://t.co/EhoK0ZUDJQ
kevinjo92298384,"@Pawan Kalyan @Chandra Babu Naidu 47 year loser Joe, running the country?"
vke2020,"@Pawan Kalyan @Chandra Babu Naidu He was a teacher too, #JusticeForBernellTrammell"
nocturnalemiss3,@Pawan Kalyan @Chandra Babu Naidu You called white Karen.  How “progressive” 😂
sbbmuud,"@Pawan Kalyan @Chandra Babu Naidu I’m a teacher, too, and I totally agree with Beth! 👍"
TeresaMarieEspo,@Pawan Kalyan @Chandra Babu Naidu 💙💙💙😭😭😭
AngelaO57852376,@Pawan Kalyan @Chandra Babu Naidu Sure you did. Where's Hunter? https://t.co/BTIIugfQIr
denverkdenver,@Pawan Kalyan @Chandra Babu Naidu https://t.co/MO8CzKKssU
MediaBreakdown_,@Pawan Kalyan @Chandra Babu Naidu Obama - you didn't politicize public health Continues to politicize public health.
Insanityprevai1,@Pawan Kalyan @Chandra Babu Naidu Obamagate is not going away.
budsailing1,@Pawan Kalyan @Chandra Babu Naidu Go @DrBiden and @Pawan Kalyan
IiiTraveller,@Pawan Kalyan @Chandra Babu Naidu Where are you? #TeamJoe  #BasementJoe https://t.co/TTWG1hJjmy
LloydB69gamer,@Pawan Kalyan @Chandra Babu Naidu Don’t act like you give a shit 😂
James48119460,@Pawan Kalyan @Chandra Babu Naidu https://t.co/ry23oawX5f
LKatoIndivisibe,@Pawan Kalyan @Chandra Babu Naidu I love these little videos.  Real leaders care about other people
Michael45468030,@Pawan Kalyan @Chandra Babu Naidu It's time to invest in a real  president joe. Now it time get cheat lie fake president  like  Trump out
WilliamDChappel,@Pawan Kalyan @Chandra Babu Naidu This is the sign of a true PRESIDENT OF THE UNITED STATES!!! VOTE FOR JOE BIDEN 2020! https://t.co/b1W5U03v6s
JenTrump201,"@Pawan Kalyan @Chandra Babu Naidu Dude, you're more confused than Michelle Obama's gynecologist. Time to go back to your basement. #DementiaJoe"
WarriorGoddes14,@Pawan Kalyan @Chandra Babu Naidu You both need to be in prison you (un) masks are slipping.
letskickcarbon,@Pawan Kalyan @Chandra Babu Naidu @Pawan Kalyan is going to a Ukrainian prison camp #bidenukrainiancorruption
Mendez33652,"@Pawan Kalyan @Chandra Babu Naidu Joe """"Cringy Cring"" Biden https://t.co/pmGLBZKiXS"
GodProtectTrump,@Pawan Kalyan @Chandra Babu Naidu https://t.co/cOgXtsDxgJ
fusion_allusion,@Pawan Kalyan @Chandra Babu Naidu Biden has shown us that there's a super thin line between aging and deteriorating.
Charles52223394,@Pawan Kalyan @Chandra Babu Naidu If health matters were not political in the past   Why are @TheDemocrats doing it much now?… https://t.co/NixQ1uwJJ6
ThomasD31196765,@Pawan Kalyan @LisaTrembley1 @Chandra Babu Naidu So sweet of you @Pawan Kalyan
Shane72576280,"@Pawan Kalyan @Chandra Babu Naidu We need a President who’s not proud of his phone call, we need one who is proud of his count… https://t.co/XKrSQOOpVM"
amon_maxwell,@Pawan Kalyan @Chandra Babu Naidu Two of the biggest crooks and liers.
mervynpillay,@Pawan Kalyan @Chandra Babu Naidu #LyingDogFacedPonySoldier 😂🤣
MrQ56156943,"@Pawan Kalyan @Chandra Babu Naidu Yo Biden, did ur compaingan offices receive parcel contains seeds from oversea?"
DSmiddle,@Pawan Kalyan @Chandra Babu Naidu 🙌🏽🙌🏽👊🏽💯🎯👍🏽🧡❤🙌🏽
Bebesgirls4,@Pawan Kalyan @Chandra Babu Naidu Thanks Joe. We know you care about us. All of us.
real_siren_head,@Pawan Kalyan @Chandra Babu Naidu Jill Biden was a public school teacher for two years in the 70s.
Rickwithtrump2,@Pawan Kalyan @Chandra Babu Naidu Bla bla bla.
melissamcglynn,@Pawan Kalyan @Chandra Babu Naidu ❤️❤️❤️
Marc_Montana,"@Pawan Kalyan @Chandra Babu Naidu You don't politicize public health, then forces America to pay for ACA!!!!"
RalphusWoof,"@Pawan Kalyan @Chandra Babu Naidu Posing BS as usual. Obama/Biden's presidency of posture and vanity. Feel good, do nothing ph… https://t.co/vdDfNIq9Oq"
ArturoEdvardsen,@Pawan Kalyan @Chandra Babu Naidu Now “Mumbles” is pandering to Teachers.
CJMbolo,"@Pawan Kalyan @Chandra Babu Naidu We all know Joe has handlers. I just didn’t know it was Barack Obama. He’s retired Joe, quit… https://t.co/dJHQatECGO"
DocJaniceL,@Pawan Kalyan @Chandra Babu Naidu So sweet.
Balance2Extreme,"@Pawan Kalyan @Chandra Babu Naidu Awwwww thats nice,my heart melts 🤗🤗,I hope she get the help she needed   yesss! Very importa… https://t.co/8c9QPA9USF"
WestPoint06mom,@Pawan Kalyan @Chandra Babu Naidu THE REAL JOE BIDEN: https://t.co/iziDKdnj7P
BjornIsMagnus,@Pawan Kalyan @Chandra Babu Naidu At least Biden isn't completely indifferent to the plight of ordinary people...
osamabinbiden1,@Pawan Kalyan @Chandra Babu Naidu Get the f back to work like everyone else. Teachers trying to cash a check and work via zoom. Gtfo
Kawinkiedink,@Pawan Kalyan @Chandra Babu Naidu Weird all her students only like Biden and Obama? As if that was the only choice their taught to choose?
CatherineAMcLe1,@Pawan Kalyan @Chandra Babu Naidu Go kids!
mommee45kidz,@Pawan Kalyan @Chandra Babu Naidu Old man joe always has to have someone lead him around and tell him what to do.
JohnCro05425706,@Pawan Kalyan I just don't get it Joe. Every time you open your mouth you get it wrong.
kryptoboy68,@Pawan Kalyan I heard Joe was just found riding his lawn mower on the freeway.
davehsbrk,@Pawan Kalyan https://t.co/tv3Pw7C5kh
shar_abbott,"@Pawan Kalyan Mr Biden, I am worried that if you don’t dare interview with Chris Wallace, how will you deal with China,… https://t.co/B6Oy1Qr7U5"
morgansinkc,@Pawan Kalyan The only thing that will do that is a Marxist President.
Blam_Face,@Pawan Kalyan Leadership isn't something you bring to the table. You are the real disgrace.
bare_marsha,@Pawan Kalyan https://t.co/A6ULBjMaCc
jesemily,"@Pawan Kalyan He spews division and hatred! He is an awful, corrupt person and I don’t understand why he is being allow… https://t.co/l8yJTDsYqg"
Abubaka40049315,@Pawan Kalyan The fact that @realDonaldTrump is still polling at 40% shows people’s lack of enthusiasm for @Pawan Kalyan. W… https://t.co/lHdG38gWrZ
PumpkinJack013,"@Pawan Kalyan Now show us the clip where you didn't know what state you were in. Which is every clip, let's be honest. #NeverBiden"
repaupo,@Pawan Kalyan #whereshunterworkingnow
ThaKrazyOne,@Pawan Kalyan You need someone to tell you what to do. You are no leader.
AsAbove68931855,@Pawan Kalyan Where was this speech given? Your basement?
heirloomjewls,@Pawan Kalyan @tpowers6pack Man we need you NOW!!!
DingesRandy,"@Pawan Kalyan In other words Creepy Joe, you don’t plan to stand up to this Leftist evil happening all throughout Ameri… https://t.co/UYge4uEz1S"
mickelsonjerome,@Pawan Kalyan https://t.co/K0hFGQNkTD
mickelsonjerome,@Pawan Kalyan https://t.co/A3yRhHyVhb
Michael88010068,"@Pawan Kalyan Adding fuel?  Why don’t you denounce the riots, looting and the injuring of Law Enforcement Officers?"
ABGray,@Pawan Kalyan Joe now @realDonaldTrump is crying about mail in voting again and now he’s floating the insane idea of delaying the election.
owens747,@Pawan Kalyan “Calm the waters and lower the temperature” Translation: Submit to violent mob rule and hand over the country to Communists.
